index,label,text
331,1,can you please really take some time to help me know my order status or should i just cancel it?
1582,5,show me the air force?
941,3,when should i expect my order to be delivered?
2036,9,can i call the local store and find out the store hours?
1758,2,id like to change something in my order. is that possible?
35,0,can i cancel my order over chat
904,3,has my phone been shipped?
947,3,i will be going on vacation soon and i want to make sure my package is delivered before i leave
1106,3,would you give me an update on order reference 12345
1280,4,same sneakers?
1158,3,i ordered a phone and i wanted to see if could see the tracking information?
648,2,are there any customization options on the order i just placed?
611,2,i ordered the wrong color. can i change my order?
1143,3,how can i track the dates to see how far it is before i receive my package?
1840,7,information about shipping plan
1734,6,i need it shipped to my other address 771 pablo silvas socorro
204,0,if i cancelled my order do i get my money back instantly?
1631,5,can you show me customer reviews for these pants
874,3,i still have not received any notifications about my order. can you help me find the status of it
845,3,can you please provide an estimate of when my phone will ship and/or arrive?
288,0,why did i get charged after i cancelled the order?
1997,9,when do you open?
1892,8,i would like to come to your location in person. can you tell me the address of the store on the east side of cleveland?
173,0,can you cancel my order for me or do i have to fill out a form online?
125,0,i would like to cancel an order that i have placed.
1742,6,i placed an order yesterday not knowing ive got to go out of town during the time it is supposed to arrive so can i change the address where the order is to be delivered?
1244,4,i like to buy t-shirt can you please shoe the brandedand offer t-shirts with good price
1670,6,if they were not ship can they use an alternate address
1694,6,can i get information on how to change my shipping address on an order already placed?
1398,4,what are the hottest shirts available for purchase
698,2,how many change the quantiy of pair of socks in my cart ?
352,1,i have two emails from you saying that my order was shipped and would arrive yesterday
410,1,why is my order processed but not shipped out?
2201,9,what time does your store close in the evening?
1096,3,has my order shipped yet?
498,1,my order is in pending state what are the shipping updates
610,2,am i able to make changes?
338,1,so i wont get my phone til the 18th?
1713,6,i have placed an order and want to change where it will be shipped
1269,4,"i've been searching everywhere for a nice pair of jeans, can you show me what jeans you have available?"
4,0,hello i have already returned the pink iphone 8 and just want to make sure that mobile is not going to send me another one. looking at my account activity it looks like mobile thinks i want another one of the same iphone 8 (it says gold but really pink) can you confirm that this order was canceled.
231,0,any penalties for cancelled order?
228,0,tell me more about order cancellation.
257,0,i have changed my mood
1527,4,i was told that the phone i ordered wasnt in stock
764,2,change quantity of items in my cart?
1132,3,when will you send my item?
1324,4,is this phone available?
1372,4,i have watches?
519,1,so my order is not coming next monday
938,3,on what date can i expect my order to arrive?
109,0,i found the samsung galaxy much cheaper at best buy so i need to cancel my order from telecom.
993,3,i am going on holiday and really need to have my phone before i go
615,2,change quantity of my order
1600,5,bring up reviews of nike hi tops
1602,5,can i see customer review?
1250,4,i want ot know the product of watch with branded and offer price for the watch .
1028,3,how am i supposed to track my order?
210,0,sorry for the inconvenience
1693,6,is there a way to change the shipping address on the order i placed this morning?
688,2,current updation of product cart
586,2,i was contacting you because i recently made an order and want to make some changes.
720,2,please update my cart.
1181,4,can i see your t-shirt now?
994,3,i have been inquiring about my package for last 2 days
1203,4,could you tell me which of the watches is the one still in back order?
800,3,where is my package right now?
1254,4,i want to see platform heels.
335,1,my order ought to have been here by now?
1965,8,"i live in east falls, in philadelphia. how far away is the closest store to me?"
1375,4,i need a bomber jacket that matches my new convertable. please show all the leather jackets that you have
932,3,exactly when will my item be delivered?
1672,6,i am out of town for next few dayas. can my product be deloivered to a new address location?
1674,6,i have added wrong address
10,0,is it possible to cancel this order at all? i'm not sure i want to at this point but just wondering
1087,3,that be all. how long does it take for the warehouse to receive the phone? i believe it s=was returned on the 26th of september
971,3,how long after an order is processed does it get shipped?
240,0,where do i find the cancel button on your site?
887,3,i cant be here to sign for my delivery after the 8th. can i expect my order to arrive before then?
108,0,i recently cancelled an order and need to know if this amount has been charged to my account.
1358,4,can i please show my t-shirts?
592,2,i would like to update my order to choose a custom monogram.
75,0,hello i need to cancel phone # 727-239-2090
1484,4,have you gotten any of the apple watch series 3 with cellular in stock?
1413,4,"there are too many items on the screen and i do not want to look through them all, is there any way to limit the number i see by just looking at dresses"
482,1,i texted from my device. i dont have the apple watch yet
2107,9,when does your store on queen's road open? i just wanted to drop in while on my way to work.
1986,9,when do you open in the morning?
2159,9,when do you open on sunday mornings?
1499,4,when will this product be available?
2231,9,why is your store not open yet? when the hell will it be opened?
464,1,if i order it how long will the iphone 8 plus 64 go get here in if you don&rsquo;t mind
1089,3,trying to check on my order status for the upgrade phone i ordered sunday for the line 8154
265,0,how do i cancel an order i placed for scheduled home delivery?
344,1,his is really annoying to check my order status can you really update me about it? / its been 15 days since i have promised a quick delivery but have not received the device
1953,8,how many stores do you have intexas?
2114,9,what time do you close your store by evening?
2213,9,what are your store hours ?
138,0,will there be a penalty for cancelling my order?
1246,4,"i like to saw your sneakers now, so can you show your sneakers now?"
774,2,remove last item in cart.
810,3,check status of order?
287,0,how come was i charged for a cancelled order?
2042,9,when do your stores normally open?
2162,9,"i'm in manchester, what are the store hours in that city?"
39,0,i found a cheaper price somewhere else after placing my order. can you cancel the order before it ships?
1877,7,if i order early enough in the day
399,1,i have orederd phone two days back
500,1,what about the device? does the warehouse have it or is it lost?
960,3,last time i ordered a cell phone from you it took over two week. i have been with with your cell phone company for almost 20 years
1530,4,im in need of a particular product listed on your website; may i order that by phone with you?
1086,3,thanks for responding. i just saw that my watch shipped today. can i assume it will arrive tomorrow? no tracking info quite yet. just that the label was processed
2192,9,what times are you open on the weekend?
466,1,it says the order has encountered a error
21,0,what is the companys order cancellation policy?
1044,3,hi could you check on our order s036041721 ?
1983,9,what are your hours through out the week?
1819,7,what is your cheapest delivery rates for your shipping?
1735,6,i accidentally gave the wrong shipping address. is it possible to change the address to which my order will be sent?
919,3,when is delivery due from you?
1967,8,you're where?
2032,9,"what are your east coast store hours, please?"
923,3,what day will my order arrive?
1045,3,hi i tried to cancel an order earlier but told it couldn&rsquo;t be canceled. does that mean it has shipped already?
1601,5,can i explain review?
1648,6,i need to change my shipping address.
1094,3,will this cellular device be ship to our house ?
2130,9,at what time do your stores open in the morning?
84,0,can i cancel an order i just placed?
1354,4,available in size 10
1540,4,how i can get new phone from tmobile
2012,9,can you please tell me what time your store is open for business?
351,1,tell me the status of my order that i ordered two weeks ago but not received yet
471,1,so i won't be receiving my phone today? over the phone the ordered was placed and said to ship out on thursday(yesterday) and delivered today
1757,2,can i change my color selection?
841,3,can you please tell me when to expect my order to arrive?
8,0,i tried to cancel order before delivery but phone was delivered. i did not accept it.
2014,9,what are your hours
413,1,why is my order delayed again?
1930,8,how can i identify that?
484,1,do i get a discount since ordering my phone is delayed?
716,2,i was just looking at the bras and don't want to buy one. please get them out of the cart.
691,2,hi
1825,7,whats the different delivery options available?
1420,4,men's shoes
322,1,can you please help me; i would like an update on my parcel as it has failed to arrive for the third time!
944,3,i need to see when my new phone is going to be here
27,0,please cancel the order that i placed last week.
2195,9,what's your opening and closing time?
1614,5,what are the reviews like for these earrings
1924,8,list of stores in dallas
942,3,when can i expect to take delivery of my last order?
1531,4,where can i get help finding a new phone
768,2,how to change quantity from 1 to 2 of pair of sock in my cart?
1268,4,i'm looking for plus size pants.
17,0,i bought the wrong item and would like to cancel my order.
1612,5,show me the reviews of product
314,1,can you tell me why my order is
836,3,can you tell me why my order is still pending and hasnt been despatched yet and when i can expect it ?
1542,4,how can i go about obtaining the phone i want if you are out of stock?
1349,4,when is the release date?
134,0,oh ok thanks. any fees for cancelling my service?
1780,7,i want my product to be delivered tomorrow itself
1034,3,can u help me locate this phone
735,2,can i make changes to my current order?
975,3,how long will it take for my order to be delivered
392,1,can you provide more information on the restock of the new phone and what day my order might ship?
1642,5,has this item received very many reviews yet
82,0,am i able to cancel my order?
1082,3,order number:7101532777order date:10/06/2017 at 07:51 pm pdtclick here to review your order status
2024,9,what are your hours for today?
161,0,can i cancel my order even after the shipping?
992,3,help me find out where my order is right now
1552,5,can i show my in the air force?
227,0,what are the details of you cancellation policy?
1227,4,how do i find leather shoes?
560,2,can modifications be made at this stage?
1605,5,how much do people who bought this product like it?
820,3,get me updated with status of my motog.
2109,9,"how strange you people are? you don't seem to have any definite opening and closing times. i came thrice in the last ten days and found you closed. how am i to know when you are open unless you have fixed and definite timings. now, tell me your definite and correct timings."
837,3,hi i'm waiting on a phone exchange can you please tell me when it arrives
1024,3,how can i find out my order status?
1194,4,can you show me bras?
1440,4,is there any way to determine the actual date that theyll be available in store?
1027,3,how will i know whether my order has been shipped?
1712,6,i ordered my phone with my home address for delivery but now i realise i wont be available there
389,1,when can i expect my order to be shipped?? it states that it is still pending
2050,9,what are your operating hours?
1697,6,can i receive my order at my work address instead of my home address?
429,1,why hasnt my order shipped?
347,1,my order is confirmed but not yet shipped.
1993,9,what are your hours of operation?
1097,3,when will my order be here?
921,3,need to know delivery date
407,1,i placed my order on january 3rd
968,3,so where is the phone i ordered?
2184,9,what are the hours of your atlanta stores?
1332,4,your local website ran out of the iphone6
2083,9,what time does your store open in the morning?
1661,6,i would like to change the address you have on file for me for delivery.
2204,9,what time does your store open on mornings?
258,0,could you please explain to me how i can cancel my order?
165,0,can i cancel yesterdays order?
468,1,mary - representative employee 286993 has informed me that i will be receiving a new phone within 24-48 hours and i want to make sure that this information is correct. this is going on two weeks of dealing with this issue
723,2,remove shorts.
1415,4,i want to see skirts
1786,7,do you offer same day delivery?
839,3,do you have an estimate on when my order will arrive?
2080,9,when does the store close today?
2219,9,when are you closing today?
1476,4,want to order gear s3? is it available any location in va beach?
1606,5,how to bought this dress reviewed my carts?
1801,7,can you help me compare your delivery and shipping plans?
647,2,today i ordered 10 boxes but i need to order 15 boxes can you change that order please
772,2,i want to remove the shorts from my cart.
1696,6,is it possible to make shipping address changes after the order has been placed already?
350,1,ive not received an order made a month ago.
1361,4,can i show to sneakers?
1077,3,its the iwatch shipping this week? or delivering this week
1481,4,can you see if there are any phones available in the few local stores near me?
1232,4,how many watches you have?
538,2,customize my order
1020,3,i placed an order for a phone but it hasnt been processed as your inventory stock is low. when can i expect this order?
184,0,can you cancel my previous order that i place because i require a different item?
1608,5,i'm looking at dress a and i'm worried that it might be too small. do reviews of the dress suggest that it fits true to size?
788,3,when will my order come?
1770,6,hey i ordered a phone and it is going to be shipped to the wrong address
409,1,i placed an order last week and id like to know why it hasnt gone through yet?
875,3,i never received order #000. can you please send me the tracking details?
1827,7,i would love to know about your delivery and shipping options.
405,1,whats the matter with your shipping
73,0,i need to cancel this order as i no longer want the item.
2229,9,can you tell me your store hours?
895,3,my package delivery status?
2217,9,what are the hours of your store in baltimore?
1072,3,i would like to check the status of my order.
867,3,is my order lost or its still on the transit?
488,1,im still waiting for my order; could you update me on the status?
1549,5,can i see reviews?
593,2,i was wondering if i could make a change to my order.
1727,6,since i didn't send the order you will need to contact ups to give them the complete shipping address.
721,2,remove item cart
270,0,can you let me know how i can cancel my order?
199,0,there is an order i placed 7 days back
1458,4,can you let me know if i can buy this phone at your stores?
1906,8,nearest store in 11413
247,0,how long is the refund to be deposited in my credit card after cancellation?
566,2,are there any customization options on the order i just placed?
1271,4,is this phone currently available
926,3,i ordered the package on monday. when will it arrive?
917,3,delivery date for package?
1423,4,formal dresses
654,2,is it possible to modify an order once its placed?
1255,4,"i want to see some bracelets, particularly charm of tennis bracelets."
1979,9,"i'm trying to nail down the schedule of your stores, being the executive, i'm assuming you can help me there."
1042,3,hello? i would like to know the status of my order?
1803,7,i need this item like today
269,0,the phone ive ordered is on backorder. i do not want to wait for it. how can i cancel the order?
31,0,is there a cooling off period when i order?
303,1,checking status of delayed order
1183,4,can i see your watch?
1635,5,top reviews
2182,9,how late can i come and shop?
1108,3,looking to get a status update on an order placed awhile ago.
1638,5,i want to know what other people think about this item have you gotten much feedback
56,0,when can i expect a refund on my cancelled order?
508,1,may i know what happen to my order why it takes so long?
1443,4,do you know when it will restock online?
1708,6,i already processed my order but need to change the address can you help me with that ?
2199,9,what are the store hours for the week?
1683,6,can my order be shipped to delhi instead to bombay
43,0,what are my rights regarding cancellation? is there a cooling off period for my order?
2175,9,when are you open for business?
58,0,i just added to my plan online however i added the wrong service how do i cancel it before i am charged?
2141,9,how late is the la store open today?
988,3,what is the status of my 2 new phone that i order last week?
333,1,i have been trying to see whats going on with my order. can you tell me if its on its way? or if its still being processed?
818,3,find my order
1992,9,what time does your store close on weekdays?
372,1,i have placed an order and it has not been processed as of now. i am inquiring to when your inventory will be refreshed? also i would like to know when my order should deliver?
1543,4,ok and also when does the iphone x come out
111,0,i got a good deal price somewhere else.so i want to cancel it.do it for me.
1771,6,i have placed an order for a apple watch that has not been shipped yet is there away i can change thee address
725,2,remove the nike run from my cart
587,2,modify my order
1444,4,can you also find out which store has the iphone 8 gold in the 256gb
2052,9,where can i find a stores hours of operation?
1517,4,when will your inventory be replenished?
1152,3,"hi, i just wanted to ask how i can track my device order?"
33,0,so i can cancel anytime?
1968,8,where are your stores?
104,0,i need to cancel my purchase
644,2,can i modify the features to may specifications.
1001,3,what is the easiest way to track the status of my order?
493,1,i placed an order with you for a phone and it says it has been received but it hasnt shipped yet?
158,0,is there an option for cancelling an order?
1709,6,just realized ill be out of town when my order is delivered. can i have it shipped to my hotel instead?
962,3,and when do you estimate i will receive that delivery
422,1,can you please explain to me why my order was delayed an why it takes this long for me to wait without proper notice?
1274,4,"my friend suggest to see the bottoms on your shop which i good and nice quality,can you please show me the bottoms with trendy one."
415,1,give me an explanation for why my order is so late please. if you cant do that
2001,9,when is your store going to be open tomorrow?
1749,6,what is your policy on the change of address on a product?
28,0,the payment already went through and i need it cancelled please
1195,4,can you show me sneakers?
242,0,whats the procedure to stop an order?
1469,4,will you get back stock soon?
1500,4,when will this product be in stock again?
24,0,i want to cancel my purchases
2177,9,what time does your shop open?
78,0,i made an order and i would like to cancel it please.
91,0,what is the policy for canceling an order?
907,3,when will i be able to get my phone?
139,0,if i made a mistake on my order can i cancel it?
650,2,i just placed my order but can i still add a monogram?
328,1,can you tell me where it is? its been 10 days
229,0,what is the cancellation policy on your phones?
1381,4,i'd like to place that order for an apple watch please
1063,3,i placed an order for the iphone 8 plus 256gb but i haven't heard from you. any idea how it take to get this device?? my # 951-317-3961
251,0,i seem to have made ordered the wrong smartphone
1078,3,just checking the status we did it as next day i just wanted to when should we expect a tracking number or an update on when it should arrive?
2138,9,how late do you stay open?
354,1,i ordered an phone 2 weeks ago and still waiting
1153,3,"hi, i was wondering the status of my order"
2174,9,what are your hours operation?
2051,9,when does the nike store usually open?
957,3,i need to know how soon i will get this. when will it be delivered and how will you ship it?
2151,9,will your cleveland store be open at 8am today?
2228,9,what is the earliest customers can come in to shop?
105,0,i want to cancel my order for certain reasons
1191,4,"can you help me find a new pair of leather shoes that i can wear to work, especially dark brown color?"
2094,9,what time is your store opening in the morning?
896,3,did my order process?
908,3,i need to know when my items will be delivered. i never received confirmation on my delivery.
2218,9,do you have any pantene silver? i am near baltimore. what time does your store open in the morning?
1519,4,when do you think this phone will be released?
2209,9,will you be open at 8 am tomorrow?
1282,4,see bracelets?
609,2,is it too late for me to change my order?
113,0,just want to make sure to cancel the right one
854,3,can you please really take 5 min and help me to know my order status or should i just cancel it?
796,3,when will i get my order?
420,1,why is my order taking so long as it should have been here by now?
2189,9,store available on weekends? on same regular full hours?
1365,4,do you carry platform shoes and how can i find them?
2136,9,when do you guys open?
100,0,order cancellation steps?
1618,5,belt customer reviews
2145,9,what are your store hours for the week?
2058,9,"if i arrived at your downtown los angeles location at 9:00 am, would the store be open?"
70,0,"no, id like to cancel the order completely."
189,0,do you charge a restocking fee for order cancellations?
775,2,would you please update my cart?
1390,4,show me shoes.
1252,4,i want to have watches?
1114,3,can you tell me where is my order right now.? i will pick up it from there
1171,4,branded t-shirts is available
701,2,how to remove?
1595,5,would you can reviews of the air force 1.?
445,1,hi! yesterday i placed an order for an apple watch series 3. i was told it will ship at the end of next month. i looked today and it now says it will ship 10/13-10/16. i&rsquo;m just curious as to what the correct date of shipment is
1468,4,i tried to order this item but it has been flagged as on backorder. do you know when it will be available?
2056,9,i want to know if the shop will be open at 8.
1926,8,can i get location store?
1202,4,can you show the sneakers which you have?
623,2,after thinking it over
172,0,are you able to check if my order has been processed already
759,2,what are my options to customize my order
655,2,can i change my order
1769,2,how do i change the quantity of an item i ordered earlier today?
25,0,i have changed my mind and want to cancel my plan
945,3,when will receive it
1379,4,i would like to search for dresses to look at.
424,1,why the hell my order status is still in transit
1776,7,is it possible to receive the order today if i just place the order?
1995,9,will y'all be open by 9 am?
532,2,change order please
771,2,"i have changed my mind about the button-down shirt, can you please take it out of my cart?"
597,2,i accidentally ordered rinsed jeans instead of faded jeans. can i switch my order or is it too late?
1748,6,my order needs to be sent to my work address instead of my home.
1400,4,"may i see your sneakers? and, do you also carry watches? i'm also interested in seeing your latest bags, please"
1783,7,i am curious about the different delivery and shipping plans that you offer. can you help me compare the benefits of each one?
898,3,im calling again about my order.
583,2,i just realized i ordered the wrong thing and id like to correct that.
1206,4,display plus size pants.
1026,3,how will i know my order has moved from on transit status to collection status?
656,2,can i swap out my order for a different size?
823,3,please send me another update on my order
1151,3,"hi, i had a question about that status on a device."
959,3,on what day is my order supposed to arrive?
2062,9,what's your hours of operation?
1507,4,i want to know when it comes out or is it out?
1061,3,"i ordered one, but it's showing still as 11/8-11/22 ship date. my order number is 5170781237. are you able to see a more accurate time of when it would ship? also, i don't suppose you'd want to waive the shipping cost for me, eh? :-/"
80,0,can you tell me about your order cancellation policy?
297,1,my order has been processed
509,1,do you know how long more ? because i need to get off my phone soon
565,2,i need more cat food than i initially ordered. can i change the quantity?
1141,3,how many days before i get my cell phone?
1541,4,how can i track the available status of your devices?
667,2,i want to make a few changes to the order i placed.
1808,7,is that possible if i place an order this morning?
385,1,im frustrated. havent received my order yet. when will it come
2003,9,what are your operation hours?
2211,9,is there a way i can find your store operating hours?
1584,5,what are the general reviews of this size 10 sneaker?
1433,4,please check availability
1640,5,display bad reviews
1850,7,please give me the details of the delivery plans you have.
2134,9,what are your hours on the weekend?
306,1,i ordered my item last week and it still hasnt been processed. do you know when it will be available?
291,0,what happens if i want to cancel my order?
1316,4,which dress do you have so that we can buy another model or type or material for next session
1645,5,i would like to know what others think about the shoes
1704,6,i entered an old address by mistake. can i have my order shipped to my new address please?
2097,9,are you open seven days a week?
1781,7,i need to know the delivery and shipping options?
40,0,could you tell me the procedure for cancelling my order after its already been shipped?
1133,3,i want to be home when this order is delivered because weve had problems with packages being stolen so can you please tell me what day it is supposed to get here?
1907,8,"i live in new york, 11413, any store near me"
1018,3,i need the shipping details of my order.
497,1,my order is in pending state what are the shipping updates?
441,1,hi i orders a samsungs gear 3 watch and haven't got any update on shipping or when it till arrive
1366,4,do you have ties?
1289,4,show me your newest tops
1829,7,what is the best date of delivery?
1334,4,is there a similar model of the phone that i want to order that may be in stock?
2187,9,what is your working hours?
1323,4,slim fit pants
174,0,if i want a to cancel my order
1205,4,did you enjoy the selections of products?
418,1,i see my order has not shipped. why is that?
1067,3,i wanted to know status of my order
1576,5,please send me the link for all of the reviews for these pants.
16,0,"yes please cancel the order, i already have my iphone se that my caregiver picked up today from the tmobile store near by"
1617,5,does this belt have any customer reviews
1215,4,do you have watches
599,2,i ordered the wrong size
1536,4,how can i obtain an item that is not in stock?
846,3,i am seeing that my order has bee processed
2009,9,when do you close at night?
1380,4,i would really hard to find the better quality of dresses but finally i will take the correct one
1754,2,my son just brought home 3 more cats and i am going to need more food than i ordered. can i change the quantity of my order or do i need to place a second one?
434,1,can you tell me if the order was processed?
1210,4,do you have athletic footwear?
636,2,is there any way you can help me change some of the option of my most recent order?
2181,9,are you open every single day?
373,1,while my order status says pending
2113,9,what is the earliest time i can visit your store by morning?
1155,3,hi. can you check on a order status?
495,1,i should have gotten my order by now. where is it?
1048,3,"hi, i placed an order and i want to know the status of the order but i don&rsquo;t know the order number"
1146,3,can i track my sons phone?
1284,4,show me bottoms
1131,3,i noticed my order has not been processed. when will i get the phone i ordered?
548,2,i accidentally ordered the wrong color backpack. since it has not been processed yet can i change to color?
308,1,my order has been delayed
1571,5,is this product popular?
205,0,if i cancel my order now will i be able to get a full refund of my money?
1057,3,"i have upgraded to a new iphone 8 last week, and wanted to track my new phone - however t-mobile page does not show my order, nor did i receive an email with a tracking number."
1351,4,anything possible to show your sneakers?
403,1,i need to know what is happening with my order as i havent received it yet.
14,0,were you able to cancel the order from today?
2044,9,how late are you guys open on fridays?
1872,7,can you give me the delivery options you offer and the price of those options?
286,0,can you explain why i got charged for an order that was cancelled?
1105,3,order date needed
1865,7,tell me what delivery plans you have.
1782,7,show me delivery and shipping plans
530,2,i have already placed an order and would like to alter it
1921,8,nearest store location to me
2232,9,how much longer are you guys planning on being open today?
733,2,updation of my cart
1806,7,is there any way for me to order something and have it delivered today?
1569,5,i'm interested in new leather dress shoes; can i see some reviews?
1426,4,check for the phone i need
1700,6,can i have my order sent to a different address?
1852,7,how is it being shipped?
1545,5,"before i buy this watch, i want to know what other customers have said about it. i need to make sure it will be reliable. is there a customer feedback section on the website?"
1905,8,do you have a store in 11413
582,2,i want to change number of quantities of order as i did it by mistake.
1698,6,can i receive my order at another address?
2222,9,what time do you close in the evenings?
681,2,add my cart?
997,3,i just placed an order for a new phone. how soon can i track my order?
598,2,what are my options for custom orders?
930,3,what day will this order be delivered?
935,3,when can i expect delivery of my order?
1975,9,what time do your stores in houston open?
1578,5,products over 3 stars?
1038,3,can you show me how to view the status of the phone on my account
1685,6,just want to deliver my processed order to my another address. is it possible ?
523,2,i need to change my order items
2004,9,are you open during christmas?
1526,4,how long will i have to wait for this phone to be in stock?
607,2,i need to modify my order
1815,7,i need super fast same day shipping on this
1427,4,is it available?
1916,8,store in location?
400,1,my order was due yesterday. where is it?
822,3,i want to see the status of my order at your company.
761,2,i dont want the plain stock version
1278,4,please show me the most recently acquired tops in your inventory
132,0,please tell me the company cancellation and refund rules.
13,0,please cancel order # s036045229
99,0,so i want to know the cancellation cost
1554,5,can you show the reviews of mens clothes
2005,9,what are your store hours for saturday?
2028,9,what time does the los angeles store open?
1168,4,any new trends on bags
1525,4,how long will it take to get the phone in stock/
180,0,the gift i ordered yesterday is something my niece already has. can i cancel the order?
148,0,is there any restriction in cancellation of an order?
2127,9,what time should i get to the store to be first in line?
1257,4,i want to see your handbags.
1493,4,when will the apple watch sport be available at the stores?
678,2,i have placed an order and i would like to change it. how can this be done?
1364,4,can you show me your jeans?
411,1,i dont understand why my order is still processing?
1857,7,how to place the order to get the same day delivery
546,2,are there any other customization options available for this item?
2039,9,when do you guys open today?
459,1,i pre-ordered the phone on oct 4 and the phone shipped from google today.
1497,4,when will my order be available?
1677,6,can i change the destination of delivery for my item?
1314,4,where are your womens sandals?
739,2,need to change order
830,3,i want to know my orders delivery date. could you tell me
2224,9,are you open later on sundays?
52,0,what is your cancellation policy on this package?
1826,7,i would like more information about your deliver and shipping options and rates
1462,4,is there a way to check my local stores for stock of the phone that is no longer available online?
1154,3,"hi, sorry. very quick question. i saw my status order said ready for ups today. will it be arrived by tomorrow? because i&rsquo;m leaving the day after tomorrow."
2215,9,what is the earliest and latest time to shop at your store?
2104,9,what are your holiday hours?
1236,4,i absolutely show my t-shirts?
293,0,what happens if i need to cancel my order? do i get a full refund?
1276,4,please explain about your latest model watch?
1325,4,ok do you have iphone se
325,1,do you know when my order will be out of pending statues and shipped?
1627,5,hat customer reviews
1136,3,what happened to my order?
103,0,cancel my samsung galaxy order
1765,2,i chose the wrong size when i placed my order. can i still make changes?
1544,5,are these jeans well reviewed by customers?
1301,4,what are all dress models u have for mens ?
470,1,please advise the status of my exchange phone. the order was put in at the store on saturday. i received confirmation that it was shipped saturday but no status stating its ready for pick up
1828,7,im interested in placing an order but would like to know the delivery and shipping plans first.
1496,4,when will you have more items in stock?
1128,3,when is the delivery date of my order placed with your company?
1293,4,show to sneakers?
96,0,what do i need to do to cancel my order?
1124,3,i need to know when you plan on delivering my phone as i dont work by my home and i do not want my phone stolen could you please tell me when to expect delivery?
1411,4,women's winter coats
1639,5,show me only the bad reviews of this jacket
1127,3,i need to know the exact date my order will be delivered to me.
911,3,ive waited over two weeks for my device. whats the status?
758,2,how can changes be done now?
676,2,i ordered the wrong size
374,1,i have called twice and this is my third email which is ridiculous when all i want to know is where my order is since it was supposed to be here three days ago and im tired of getting no response!
886,3,can you tell me if my phone was shipped
1910,8,can i see the store?
1795,7,is it possible to change the delivery option once i have completed ordering?
2221,9,when are your stores open in ohio?
2173,9,can you tell me your open and close times for today?
343,1,status of my phone is not showing up
563,2,can i modify the features to may specifications.
763,2,can you take that out?
527,2,can i make changes to my current order?
1599,5,are there any customer reviews for this watch?
1471,4,my local store and the website ran out of the item i want ⊔ is there another way to get it?
2040,9,what are you hours of operation?
1573,5,nike hi tops good or bad
127,0,i placed an order and need to request a cancellation
1126,3,what is the estimated arrival date?
1901,8,"i live in florida, can you tell me the location of your store there?"
462,1,i was told i can check the status of shipment of a phone on the t-mobile app and i wanted to know where to check it because i haven't had any updates sent to me as of now
692,2,how change the pair of the socks in my cort ?
1207,4,do you have any bomber jackets?
461,1,i thought the phone would have shipped by now and the website won't show me the status
1118,3,i chose express shipping and my package is still not here
1737,6,is it too late to change the address for my last purchase?
1261,4,i would like to see all of your womens t-shirts. where do i go?
562,2,i ordered the wrong color
872,3,will i receive it now?
1085,3,pls i am messaging to know the status of my order
1290,4,show my sneakers?
202,0,are there penalties for canceling?
1286,4,show me jeans
456,1,"i placed an order for an lg v30 last friday in my local store. when checking order status, it still does not show any information. trying to get an update on my order"
900,3,i have contacted you several times to know what the status of my order. i have not received a clear answer and i would like the tracking information.
741,2,make changes to my order
1117,3,ok very cool id like to do that now. how long will it take for that watch to get to me
1861,7,i want to know information about my plan.
217,0,i am in no mood to receive my order
807,3,i would like to confirm the delivery date of my order.
795,3,when i can expect to receive my order?
1790,7,is there an option i can choose in your shipping and handling section to receive my package today?
816,3,i didnt get a notification and would like to check my order status.
412,1,can you give me one good reason why my package has not arrived as agreed?
1506,4,how soon until my order become available?
1150,3,do you guys have an updated ship date i know it&rsquo;s been on back order for a while
302,1,i just checked my order status and saw that its still pending
382,1,whats the holdup with my order?
833,3,is there tracking information available for my last order?
1592,5,what review comes from customer?
1485,4,ok great. one more question. are iphone 8 devices available in stores now?
906,3,when can my purchase be expected?
318,1,hi! i ordered from you about 15 days ago and still havent received my order
2157,9,what time do you open your store?
1367,4,"hello, is like to place an order for $6 lte signal booster."
683,2,can i add my in cart?
1037,3,can you check the financial status of a phone
1675,6,is it possible that i can change the delivery address for my order?
855,3,i am trying to check the status of my order that has been delayed and am frustrated
2006,9,is there any day of the week that the store is closed?
101,0,i dont want this order anymore
1107,3,please notify me status
2220,9,when do you open tomorrow morning?
561,2,could i make changes to my order? i need to change the size.
2133,9,what time do y'all close tonight?
1374,4,"i like t-shirts very much,can you show me ?"
473,1,so ship me the item!
119,0,i wish to cancel my order.
130,0,so thank you for offering but at this time we just want to cancel
1422,4,i need a formal dress
1022,3,how can i check on my orders delivery status
150,0,do you allow order cancelation?
1684,6,can this be delivered somewhere else?
1396,4,where are the dresses?
1340,4,do you have any suggestions as to what i should do since the item is showing out of stock?
433,1,but verify 1st that the order yesterday went out
617,2,alter my order
1908,8,"i live in new york 11413, what's the nearest store to me"
427,1,why does order status still say attempted delivery
1066,3,i want to check the status of the order i placed for the iphone 8 + 64gb
1846,7,what kinds of shipping prices and options do you offer?
1098,3,when will my order arrive?
145,0,is there a cancellation fee?
724,2,remove the dress
155,0,is there any charges to cancel an order
18,0,if i cancel an order
42,0,can i get more information about your cancellation policy?
2066,9,is your store open on sundays?
1656,6,what are your options for changing the delivery address?
880,3,could you please update me again on my order status?
114,0,i need to cancel the order i just placed
1112,3,do you have a delivery date for my order from tuesday morning?
436,1,"hello , unfortunately i don&rsquo;t have access to see the status of my order , can you tell me if my apple watches arrive at the store"
